sentence,id,article_id,valence,arousal,is_annotated,is_miscellaneous,is_drafted,rank_idx,draft_time
"Shares in Altice, which is controlled by French billionaire Patrick Drahi, were 7 percent higher at 123.65 euros by 0719 GMT.Drahi has turned Altice into a serial acquirer since taking it public in January 2014.",41973,9276,0.65,0.50,True,False,True,18,2022-06-03T14:27:19.7410010
"""It can cost 50 percent or more of the cost to develop an app on one platform to port it to a new platform,"" said Thane, who hasn't yet used the new tools.",42036,9283,0.43,0.57,True,False,True,589,2022-08-23T08:46:09.9151830
"Takata's recall will cost the supplier and its automaker customers an estimated $4$5 billion, said Scott Upham, president of Valient Market Research, which tracks the air bag industry.",42070,9284,0.36,0.56,True,False,True,472,2022-08-16T13:52:27.4640460
Transcripts of online chat rooms made public in November showed how traders shared confidential information about client orders and otherwise conspired to benefit their own transactions.,42138,9288,0.35,0.56,True,False,True,378,2022-07-01T13:55:42.9952830
"CEO Andy Palmer told the industry publication on Tuesday that the U.S. state of Alabama is the ""obvious choice"" for a new plant to build the upcoming DBX crossover SUV, but a decision has not been made.",42282,9320,0.55,0.50,True,False,True,559,2022-08-22T08:46:50.5755330
"Trappier said there were no plans to revert to the previous proposal of splitting the two roles, which had been designed to reconcile differences between core shareholders Dassault and the French government over who should run Thales.",42486,9361,0.23,0.26,True,False,True,33,2022-06-03T14:29:21.8982020
"Authorities in China probed Uber in Chinese megacity Chongqing last year, and Guangzhou and Chengdu earlier this month, over whether its drivers were operating illegally.",42527,9375,0.41,0.62,True,False,True,146,2022-06-16T13:45:59.4545800
"""There was a time when we used a lot.",42575,9391,0.50,0.50,True,True,True,259,2022-06-23T09:56:00.9100460
"But the World Health Organization's cancer research unit on March 20 classified glyphosate as ""probably carcinogenic to humans"" after some scientific studies raised concerns about the chemical's health and environmental impacts.",42771,9414,0.38,0.57,True,False,True,517,2022-08-18T14:19:20.8309010
The Justice Department has been negotiating with the banks for months over how to resolve allegations that traders colluded to rig rates in the largely unregulated $5.3 trillionaday currency market.,42891,9447,0.34,0.57,True,False,True,644,2022-08-23T11:43:17.9813980
" Duke Energy  (N:DUK) weighed most on that sector and AES Corp (N:AES) fell 2.5 percent drop after it priced a secondary share offering.",43229,9510,0.40,0.53,True,False,True,62,2022-06-07T14:30:50.4771140
"""It's a gauge of people's perspectives as to what the Fed will do next,"" said Frankel, adding that utilities are in favor if people think the Fed will stall on interest rate hikes.",43230,9510,0.55,0.46,True,False,True,375,2022-07-01T13:54:48.6598170
"Last year, he correctly predicted that U.S. Treasury yields would fall, not rise as many had forecast, because inflationary pressures were nonexistent and technical factors, including aging demographics, were at play.",43410,9553,0.54,0.44,True,False,True,784,2022-08-25T09:16:35.6616310
"McNerney reaffirmed Boeing's goal of generating more than $9 billion in operating cash flow this year, and said that figure will increase in 2016 and beyond.",43453,9564,0.61,0.57,True,False,True,477,2022-08-16T13:54:32.9818530
"The lowcost carrier has been in federally mediated talks with pilots since November, and negotiations began more than three years ago, the union said.",43471,9565,0.47,0.53,True,False,True,533,2022-08-25T09:41:55.2514860
"Less than a month ago, German 10year yields hit a record low of 0.05 percent, driven down by a 1trillioneuro European Central Bank bondpurchase scheme intended to boost inflation.",43510,9569,0.38,0.60,True,False,True,664,2022-08-23T11:51:27.7270820
Brent crude  was up $1.80 at $66.71 a barrel.,43521,9569,0.59,0.52,True,False,True,558,2022-08-22T08:46:34.0982910
"AT&T Inc (N:T), the second biggest U.S. telecom company, is also betting on video, agreeing to buy No. 1 U.S. satellite TV provider DirecTV (O:DTV), for $48.5 billion.",43538,9570,0.63,0.55,True,False,True,121,2022-06-09T10:20:21.0792120
" Airbus (PA:AIR) carried out on Tuesday its first test flight of an A400M military transporter plane since Saturday's fatal crash in Spain that led some European countries to ground the carriers.",43570,9589,0.31,0.60,True,False,True,47,2022-06-07T14:21:59.0162170
" Most midsize SUVs being crashtested by a U.S. safety group fared poorly, with the worst performer being the Dodge Journey, which sustained severe structural damages.",43593,9602,0.27,0.62,True,False,True,400,2022-07-19T16:11:10.3285600
"Hyundai Motor Co's Santa Fe, FCA's Jeep Cherokee and Dodge Durango were rated ""marginal"".",43596,9602,0.58,0.45,True,False,True,739,2022-08-24T14:14:35.9873140
"Germany's Audi (DE:VOWG_p), BMW (DE:BMWG) and MercedesBenz (DE:DAIGn) are among luxury carmakers that have recently announced new production capacity in the region.",43793,9639,0.65,0.53,True,False,True,48,2022-06-07T14:22:19.2969140
"Transport links including harbor access were among the decisive considerations that ultimately weighed in South Carolina's favor, according to the carmaker.",43800,9639,0.55,0.50,True,False,True,702,2022-08-24T09:50:20.2076080
Many Muslims regard depictions of the prophet – such as the caricatures displayed at the event  as offensive and against the religion's teachings.,43829,9653,0.26,0.81,True,False,True,14,2022-06-03T14:26:44.4693280
"Takata forecast a net profit of 20 billion yen ($167 million) for the year through next March, on a 9 percent increase in global sales to 700 billion yen.",44069,9696,0.53,0.51,True,False,True,625,2022-08-25T09:45:32.9447590
That is still a small share of MasterCard's around 2.2 billion cards in use globally.,44099,9701,0.42,0.50,True,False,True,442,2022-08-05T13:25:20.8117100
"Buoyed by 6.7 billion euros of liquidity reserves cash, Hanoverbased Continental also hopes to benefit from acquisitions, especially in nonautomotive segments, after concluding the purchase of U.S. rubber company Veyance Technologies this year.",44342,9745,0.67,0.44,True,False,True,320,2022-07-01T07:35:25.3938960
"""Our new policy reflects our decision to continue to reduce our credit exposure over time to the coal mining sector globally,"" said Andrew Plepler, head of corporate social responsibility at Bank of America.",44433,9765,0.60,0.50,True,False,True,451,2022-08-05T13:28:27.5537120
"  Standard Chartered  (L:STAN) said it continued to keep its domicile under review, particularly given the likelihood Britain's bank tax will continue to rise, raising the prospect it could leave London for Asia.",44629,9803,0.44,0.64,True,False,True,326,2022-07-01T07:37:58.5926820
"""These guys have to make money.",44646,9806,0.53,0.62,True,False,True,104,2022-06-08T12:39:57.7350750
"Net income attributable to shareholders fell to $23 million, or 4 cents per share, for the third quarter ended March 31, from $48 million, or 8 cents per share, a year earlier.",44679,9816,0.43,0.53,True,False,True,78,2022-06-07T14:38:27.4542630
"""Lund took office on Feb. 9, nearly a month earlier than initially planned, with a mandate to turn BG around after a string of profit warnings and delays on major projects.",44746,9842,0.37,0.69,True,False,True,249,2022-06-23T09:51:24.5751820
"The bank has admitted past controls at its Swiss private bank fell short of standards, after allegations it helped thousands of rich customers dodge taxes, but said on Tuesday the scandal had not hurt its bottom line.",44839,9850,0.56,0.38,True,False,True,662,2022-08-23T11:50:37.7374260
"By comparison, the Vanguard Total Bond Market Index Fund had $117.3 billion as of April 30, according to a Vanguard spokesman.",44949,9869,0.54,0.50,True,False,True,77,2022-06-07T14:38:07.9668160
"""Things in Europe seem pretty calm, we haven't heard anything out of China, and against that backdrop, some of the earnings reports are looking better.",45025,9879,0.68,0.34,True,False,True,137,2022-06-16T13:42:13.8498440
"It's unlikely that the board  evenly split between investor and labor representatives  will reach a decision on a new chairman, one source said, declining to be more specific.",45123,9903,0.38,0.40,True,False,True,722,2022-08-24T09:59:49.6551880
"This led to the dumping of German Bunds, U.S. Treasuries and British Gilts.",45410,9927,0.40,0.54,True,False,True,460,2022-08-05T13:30:23.1291100
The benchmark S&P 500 index posted 10 new 52week highs and no new lows; the Nasdaq Composite recorded 35 new highs and 69 new lows.,45432,9929,0.53,0.49,True,False,True,312,2022-08-24T09:39:35.3716780
"The S&P tech index  slid 1.6 percent, the day's worstperforming sector, while smallcap stocks also underperformed.",45617,9946,0.35,0.57,True,False,True,588,2022-08-23T08:45:52.8285630
"""Everything looked weaker than expected,"" said Arvind Bhatia, a SterneAgee CRT analyst.",45971,10035,0.38,0.56,True,False,True,724,2022-08-24T10:02:21.6262310
The Conference Board's latest measure of U.S. consumer confidence on Tuesday hit its lowest level since December.,46031,10039,0.23,0.60,True,False,True,434,2022-08-05T13:23:49.8133140
"The changes come as the company faces slumping sales, as teens increasingly move away from the brand, according to the Washington Post.",46539,10139,0.39,0.46,True,False,True,164,2022-06-17T09:36:57.0576000
Standard Chartered said it was listening to shareholders on whether it should consider moving.,46691,10162,0.39,0.51,True,False,True,246,2022-08-05T13:20:20.9281480
"He cited low RoEs, high operational risk and hefty potential costs from regulation.",46731,10173,0.36,0.59,True,False,True,526,2022-08-22T08:33:49.2531940
Strategists say there is still room for the Nasdaq to rise.,46844,10189,0.68,0.56,True,False,True,464,2022-08-05T13:31:01.6966810
"Sales in the company's beauty, hair and personal care products business fell for the ninth quarter in a row, dragging down P&G's total sales and volumes.",47003,10221,0.34,0.47,True,False,True,553,2022-08-22T08:42:02.6616550
Analysts have expressed concern that Boeing might have to cut prices to shore up any production gap.,47042,10225,0.37,0.62,True,False,True,548,2022-08-22T08:40:19.9220430
"The CFTC in November told CME it should focus more on identifying spoofing, after an agency review found the exchange operator's internal programs identified few cases in its Nymex and Comex markets.",47191,10240,0.37,0.41,True,False,True,242,2022-06-22T09:02:01.4676410
" A British trader accused by U.S. authorities of market manipulation that contributed to the May 2010 Wall Street ""flash crash"" was granted bail by a London court on Wednesday, after saying he opposed extradition to the United States for a trial.",47352,10258,0.41,0.57,True,False,True,773,2022-08-24T14:27:53.5645210
"Navinder Singh Sarao, 36, will remain jailed in London for at least one night after bail was set at 5 million pounds ($7.5 million), along with other conditions.",47353,10258,0.33,0.63,True,False,True,735,2022-08-24T14:13:23.6914100
Brookfield Asset Management's offer of $28.75 per share is at a premium of 17.4 percent to Associated Estates' closing price on the New York Stock Exchange on Tuesday.,47445,10278,0.61,0.53,True,False,True,132,2022-06-09T10:25:19.9688040
"MY ASS'The arrest is likely to renew scrutiny of highfrequency and automated trading, widespread practices that have been controversial ever since the flash crash and especially after Michael Lewis's 2014 bestseller ""Flash Boys"" said that equity markets were rigged.",47576,10297,0.35,0.66,True,False,True,674,2022-08-23T11:55:43.0349630
"""They want to maintain their pricing and their image and will have to take some of the competitive knocks that go with that.",47618,10301,0.49,0.64,True,False,True,245,2022-06-22T10:41:02.7999860
"Previously in France, the routine shareholder approvals allowing boards to issue shares were suspended in the face of a bid, under a principle known as ""board neutrality"".",47775,10332,0.48,0.42,True,False,True,675,2022-08-23T11:56:08.6599280
"In Itaboraí, new office parks, hotels, stores and highrise apartments stand empty.",47963,10375,0.31,0.45,True,False,True,324,2022-07-01T07:37:08.6946240
" The leaders of Volkswagen's (DE:VOWG_p) supervisory board plan to meet soon to try to iron out an effective working relationship between Chairman Ferdinand Piech and Chief Executive Martin Winterkorn amid a leadership crisis at the automaker, a German newspaper reported on Monday.",48037,10393,0.37,0.57,True,False,True,542,2022-08-22T08:38:17.3197360
The Dow and S&P 500 both snapped two weeks of gains.,48266,10415,0.56,0.58,True,False,True,169,2022-06-17T09:38:39.9154660
"This, in turn, could renew politically charged debates over Google's tax avoidance moved and privacy safeguards.",48357,10435,0.43,0.52,True,False,True,367,2022-07-01T13:53:15.8094090
"""The contract signed on Friday for the classic A380 includes a longterm ""Totalcare"" package, which means RollsRoyce will also provide service and maintenance to Emirates.",48438,10442,0.50,0.50,True,False,True,15,2022-06-03T14:26:56.3522780
"Volvo, meanwhile, plans to use the CMA platform to upgrade its small vehicles, producing them at the new China assembly plant and in Europe.",48559,10460,0.51,0.49,True,False,True,328,2022-07-01T07:45:22.2468570
"The plan aimed at ""improving efficiencies and capacity utilization and integrating its manufacturing operations,"" Whirlpool said in a statement.",48660,10472,0.58,0.53,True,False,True,798,2022-08-25T09:22:55.5155840
"The AngloDutch maker of Dove soap, Lipton tea and Ben & Jerry's ice cream cited an improvement in China and an earlier Easter.",48750,10496,0.67,0.53,True,False,True,277,2022-06-23T10:17:45.7302640
Several investors said the time was right for HSBC to plan for a change.,49341,10587,0.62,0.54,True,False,True,218,2022-06-17T14:07:05.3551860
"The IFC declined to disclose how big an ownership stake it holds in Planet Labs, and it would not say whether it will require the company  or other U.S. startups it has invested in  to meet specific goals that would benefit developing countries.",49466,10610,0.38,0.43,True,False,True,383,2022-07-01T13:56:50.1192710
"McDonald's Corp (N:MCD) has also been stung in China by food scares, but moves to upgrade stores and roll out its McCafe concept have helped offset the damage, analysts said.",49530,10628,0.57,0.53,True,False,True,134,2022-06-09T10:26:10.1521570
FOCUS ON INDUSTRIALThe moves announced on Friday will dramatically reduce GE's exposure to lending and other financial businesses.,49677,10656,0.48,0.65,True,False,True,507,2022-08-18T14:13:29.1637500
"Boeing officials deny this and say their rival has lost the argument because the wider fuselage on jets like the 777 allows for more seats in each row, without sacrificing comfort.",50031,10725,0.55,0.52,True,False,True,584,2022-08-23T08:44:23.3160340
"More toy company deals are expected in 2015, according to Reuters interviews with private equity firms.",50175,10744,0.50,1.00,True,False,True,135,2022-06-22T14:55:58.3889900
MEGA MERGERThe halving in crude prices on the back of a shale oil boom in the United States and a decision by Saudi Arabia not to cut production has created an environment similar to the early 2000s when many supermergers took place.,50345,10772,0.69,0.53,True,False,True,264,2022-06-23T09:57:48.1764410
"The industry as a whole has also developed too many projects set to come onstream in the next few years, likely to cause a glut and an price collapse several years down the road, analysts have said.",50352,10772,0.39,0.59,True,False,True,408,2022-07-19T16:14:44.4642800
"""Thanks to our wellestablished partnership with the RenaultNissan Alliance, we are able to drastically reduce the time and cost to enter this key segment.",50369,10782,0.65,0.57,True,False,True,552,2022-08-22T08:41:41.9137570
"Equity capital markets underwriting fees fell 2 percent to $5.3 billion, dragged down by a 36 percent drop in fees from initial public offerings.",50734,10841,0.40,0.54,True,False,True,212,2022-06-17T14:06:06.8819060
Chinese central bank governor Zhou Xiaochuan's recent warning that China needs to be vigilant for signs of deflation have also helped fuel hopes for more easing.,51283,10949,0.58,0.40,True,False,True,490,2022-08-25T09:38:46.4069820
"""We bought DuPont before this happened, and we do think this is, at minimum a distraction, at maximum a dislocation to the plan that is in place,"" said Robert Zagunis, managing director of Jensen Investment Management, which owns 1.8 million DuPont shares.",51428,10984,0.34,0.62,True,False,True,799,2022-08-25T09:24:00.0643110
"Volvo may find the going tougher than in its U.S. heyday, which saw 2004 deliveries approach 140,000.",51562,10999,0.39,0.57,True,False,True,636,2022-08-23T11:40:01.8411110
"Galvão Engenharia was also one of 23 companies blacklisted by Petrobras in December, with the oil company cutting off payments and banning the firms from bidding on future contracts.",51733,11029,0.37,0.58,True,False,True,704,2022-08-24T09:50:55.5188270
He also holds restricted stock worth $665 million if it were to be fully vested.,51872,11051,0.60,0.52,True,False,True,731,2022-08-24T14:11:37.8479810
"LightSquared's case has been closely watched because its main asset, wireless spectrum, is considered very valuable.",51906,11062,0.62,0.52,True,False,True,615,2022-08-23T08:56:44.4152740
" Indonesia wants to play a major role in a new Chineseled Asian infrastructure bank, with at least the vicepresident's position reserved for the Southeast Asian country, the finance minister said.",52126,11096,0.57,0.54,True,False,True,174,2022-06-17T09:40:19.5322550
"The Brazilian private equity firm is looking at new acquisition targets after investors pledged about $5 billion to form a new takeover fund, the Journal had reported in January.3G Capital has been criticized in the past for its decision to cut thousands of jobs at Heinz.",52243,11134,0.61,0.57,True,False,True,180,2022-06-17T09:43:06.4811120
"""People are prepared for the strength of the dollar to hurt earnings, but by how much they don't know yet,"" said Polcari.",52424,11172,0.40,0.60,True,False,True,140,2022-06-16T13:43:39.8289040
"Shares in the firm, down 6.3 percent over the last six months, closed Friday at 453.5 pence, valuing the business at 891 million pounds ($1.3 billion).($1 = 0.6712 pounds)",52624,11189,0.39,0.51,True,False,True,719,2022-08-24T09:58:46.9222340
"Boeing, prime contractor for the GPS IIF satellites, had no immediate comment on the news, which comes days before the Air Force is due to launch the ninth GPS IIF satellite into space.",52733,11197,0.54,0.40,True,False,True,618,2022-08-23T08:57:38.3794390
"The fourthquarter effect was about $18.66 billion, according to Koester.",52780,11200,0.50,0.52,True,False,True,345,2022-07-01T07:55:08.3773280
"Apart from the obsession with recruiting CEOs, they cited slow turnover due to a lack of term limits and increases in director retirement ages at many companies.",53137,11230,0.37,0.43,True,False,True,677,2022-08-24T09:39:59.8917250
"""The bank repeatedly deceived its customers and is paying a heavy penalty for it,"" Bharara said in a statement.",53249,11241,0.15,0.65,True,False,True,278,2022-06-23T10:18:35.1349240
"Apple Watch is not a real watch but a consumer electronic,"" he told Reuters in Basel on Thursday.",53369,11252,0.45,0.51,True,False,True,623,2022-08-25T09:45:05.3057750
"Group Inc (N:KFT) and Kellogg Co (N:K).Besides the Annie's purchase, General Mills has altered its Yoplait yogurt to appeal to healthconscious consumers by simplifying ingredients and removing high fructose corn syrup and artificial colors and flavors.",53497,11272,0.60,0.45,True,False,True,327,2022-07-01T07:45:05.2043090
Shares of Cheung Kong had been halted since March 10.,54086,11343,0.26,0.50,True,False,True,32,2022-06-03T14:29:14.5113120
"About 1.8 million shares exchanged hands by 1:10 p.m. ET, well above the stock's 10day moving average of 1.3 million shares.",54646,11416,0.55,0.63,True,False,True,318,2022-07-01T07:34:51.4357840
The steep drop in oil prices has worried investors about GE's business supplying equipment and services to the energy industry.,55050,11469,0.35,0.58,True,False,True,322,2022-07-01T07:36:17.5977990
"While at Prudential, Thiam failed in an attempt to take over Asianfocused insurer AIA (HK:1299) in 2010 after a shareholder rebellion.",55104,11477,0.40,0.59,True,False,True,172,2022-06-17T09:39:36.8483460
FCA's Milanlisted shares rose 61 percent last year.,55428,11527,0.94,0.90,True,False,True,191,2022-06-17T13:59:44.4359040
"Shares of Office Depot, which reported lowerthanexpected quarterly sales last week, were down 0.5 percent.",55469,11535,0.40,0.48,True,False,True,657,2022-08-23T11:48:31.9995360
"In line with such gains spreadbetters forecast a slightly higher open for Britain's FTSE (FTSE), Germany's DAX (GDAXI) and France's CAC (FCHI).",55764,11572,0.59,0.53,True,False,True,476,2022-08-16T13:54:09.3164610
"On Tuesday Cornell outlined plans to improving Target's offering of organic and other food offerings to boost its grocery business, which accounts for onefifth of overall sales.",55824,11588,0.61,0.54,True,False,True,234,2022-06-21T13:29:24.1515480
DuPont said on Tuesday it had consulted with experts and believes the use of a traditional proxy card remains the most reliable and accurate process for electing directors.,55899,11595,0.60,0.36,True,False,True,699,2022-08-24T09:49:11.3036590
"The FSOC wields vast powers after the 200709 financial crisis because of its ability to designate companies as 'systemically important,"" subjecting them to oversight by the U.S. Federal Reserve.",55959,11606,0.52,0.68,True,False,True,444,2022-08-05T13:25:45.1653440
Barclays also set aside an extra 200 million pounds in the fourth quarter to compensate British customers who were missold insurance products.,56065,11621,0.51,0.65,True,False,True,69,2022-06-07T14:34:38.4620910
"Some Chicago debt is trading at worse levels than bonds sold by Illinois, which is paying the biggest yield penalty among states in the U.S. municipal bond market due to its own fiscal woes.",56459,11663,0.44,0.63,True,False,True,156,2022-06-17T09:33:02.0928120
The S&P 500 posted 26 new 52week highs and 2 new lows; the Nasdaq Composite recorded 93 new highs and 27 new lows.,56505,11667,0.63,0.51,True,False,True,120,2022-06-09T10:20:07.1416080
"An official at the procurement agency said there were many reasons why local makers might be preferred, including sheer weight of numbers and the fact that domestic security technology firms offered more product guarantees than overseas rivals.",56788,11721,0.53,0.52,True,False,True,575,2022-08-25T09:44:15.1592000
"""Emirates does its own thing.",56950,11741,0.62,0.54,True,False,True,576,2022-08-23T08:41:26.6613530
"It supplies a quality product which knocks spots off any American product,"" Clark said.",56951,11741,0.64,0.53,True,False,True,632,2022-08-23T11:38:59.9576830
"Adjusted earnings per share, which excludes items including a massive loss related to the Canada exit, came to $1.50 in the fourth quarter.",56956,11742,0.43,0.50,True,False,True,386,2022-07-01T13:57:29.0708860
"But U.S. consumer confidence fell more than expected in February, according to the Conference Board.",57056,11757,0.44,0.55,True,False,True,785,2022-08-25T09:17:00.6128120
The Audi A6 was named the best luxury car for the third straight year.,57081,11761,0.79,0.62,True,False,True,116,2022-06-08T12:47:58.3460010
" Comcast Corp (NASDAQ:CMCSA.O), the largest U.S. cable operator, posted fourthquarter revenue that marginally beat estimates as the company added new video and highspeed internet customers.",57137,11769,0.57,0.56,True,False,True,256,2022-06-23T09:54:40.1119790
"The metalworkers union of Sao Jose dos Campos, which holds leadership elections next week, has butted heads repeatedly with GM as the automaker trimmed its payrolls at the local plant from about 7,500 workers in 2012 to about 5,200 currently.",57470,11809,0.34,0.63,True,False,True,397,2022-07-19T16:10:10.0376640
"Williams says his views have changed, and he now supports UAW representation on boards.",57544,11816,0.55,0.56,True,False,True,313,2022-08-24T14:10:59.4317950
"Derek Cohen, 52, admitted that he netted about $200,000 from a series of stock and options trades made after learning that the company planned to buy Atheros Communications in 2011, a statement from the U.S. Attorney's Office in San Diego said.",57600,11822,0.43,0.46,True,False,True,237,2022-06-21T13:30:52.8804830
"All three companies' disinfection recommendations were approved by the FDA.Some experts advocate the use of disposable, singleuse instruments, rather than reusable ones that must be sterilized after every procedure.",57719,11830,0.36,0.50,True,False,True,448,2022-08-05T13:27:45.8468380
"FINMA had first investigated HSBC as long as four years ago, when it criticized the bank's internal controls, and it said on Thursday that two previously unpublicised investigations had found that HSBC violated money laundering guidelines.",57876,11843,0.40,0.64,True,False,True,385,2022-07-01T13:57:14.1541550
The leadership team of Morgan Stanley's wealth management business has been visiting brokerage offices around the country to reassure advisers and clients in the wake of the data theft.,57944,11856,0.55,0.43,True,False,True,614,2022-08-23T08:56:24.5258330
"It also accused one of the five defendants, Mujeeb Ijaz, of helping Apple recruit among its ranks.",57958,11857,0.38,0.56,True,False,True,469,2022-08-25T09:30:52.4888280
"One of the central issues, according to the union, is employee safety.",58034,11860,0.42,0.52,True,False,True,374,2022-07-01T13:54:44.9210560
"The Association for Unmanned Vehicle Systems International, an industry trade group, also reserved judgment for now.",58080,11862,0.51,0.38,True,False,True,577,2022-08-23T08:41:42.0997740
"""Addressing concerns about rising deferred production costs for the 787, McNerney said it reflects investments to improve longterm productivity and that labor costs are ""coming down more slowly than we anticipated.",58172,11878,0.32,0.45,True,False,True,258,2022-06-23T09:55:28.4404560
"""In a statement on Tuesday afternoon responding to Chesapeake's lawsuit, American EnergyUtica and Energy & Minerals Group, the largest equity investor in AEU, said in a statement, ""The allegations in the Chesapeake lawsuit against AEU are meritless.""",58310,11894,0.33,0.73,True,False,True,219,2022-06-17T14:07:21.6210260
"Shares of the company, which had jumped more than 40 percent on the Toronto Stock Exchange since being listed in December, rose another 7.7 percent on Tuesday to C$51.96.",58397,11908,0.57,0.60,True,False,True,422,2022-08-05T13:20:53.0210680
Changing from 52 to 174 bolivars would cut the dollar value of their assets by more than two thirds.,58458,11910,0.39,0.54,True,False,True,566,2022-08-22T08:49:29.9607100
"With improved prospects, Total sees a chance to grow.",58652,11936,0.66,0.56,True,False,True,86,2022-06-07T14:45:50.9998580
It is separate from a $100 million accord that investors reached in 2013 with ResCap entities and individuals.,58865,11949,0.55,0.50,True,False,True,337,2022-07-01T07:50:03.6021510
"Ramp workers will be outsourced at another six airports, while customer service employees there will retain their jobs, also pending a vote.",58883,11951,0.66,0.28,True,False,True,216,2022-06-17T14:06:53.4052100
"About 6.5 billion shares changed hands on U.S. exchanges, below the 7.3 billion average so far this month, according to BATS Global Markets.",58952,11956,0.37,0.50,True,False,True,456,2022-08-05T13:29:24.2925760
"For Fidelity's New Markets Income Fund, the overweight bet on Venezuela has also been costly.",59373,12008,0.38,0.58,True,False,True,550,2022-08-22T08:41:17.8373440
The S&P 500 (SPX) index had finished the regular session unchanged on Wednesday as investors were worried about making big bets while they waited for the outcome of the Greece talks.,59443,12014,0.36,0.60,True,False,True,306,2022-06-24T13:19:16.5786530
" The aerospace industry is shifting more manufacturing investment to the United States after a decade in which production jobs in the sector flowed to China and other emerging economies, according to a new study.",59496,12018,0.58,0.52,True,False,True,124,2022-06-09T10:21:27.7123670
"Analysts on average were expecting $1.59, according to Thomson Reuters I/B/E/S.Western Union's net income rose 28 percent to $221.5 million, or 42 cents per share, as total expenses fell 4 percent.",59867,12054,0.61,0.46,True,False,True,686,2022-08-24T09:43:56.6789470
"Last November, regulators fined six major banks a total of $4.3 billion for failing to stop traders from trying to manipulate the foreign exchange market, following a yearlong global investigation.",60101,12076,0.36,0.69,True,False,True,299,2022-06-24T13:17:18.4426810
"It has suspended ties with Shanghai Husi parent OSI Group LLC, and its Japanese unit shifted supply chain oversight to its chief financial officer.",60195,12093,0.42,0.56,True,False,True,59,2022-06-07T14:26:40.3933490
"In the past, some pension funds and shareholder proxy advisors have criticized Murdoch's command over his media empire, and pushed to separate his chairman and chief executive roles, among other things.",60411,12112,0.41,0.64,True,False,True,528,2022-08-22T08:34:32.2123770
"""Those investigations include a ""forensic audit"" of the oil industry set up by OkonjoIweala.",60577,12122,0.33,0.69,True,False,True,186,2022-06-17T13:57:54.3539350
"Hyundai said in a regulatory filing that it acquired both common and preferred shares between Nov. 12 and Feb. 3, based on the buyback plan the company announced in November.",60737,12133,0.57,0.55,True,False,True,45,2022-06-17T13:58:32.6192440
Shares in Hyundai Mobis fell as much as 5 percent.,60825,12144,0.37,0.57,True,False,True,294,2022-08-23T11:36:30.8162290
"""The concept is to sort of take this as an alternative to sodas, especially as we're seeing more and more consumer backlash to carbonated soft drinks in Latin America as well as Europe,"" said Jonas Feliciano, senior beverages analyst at Euromonitor.",60942,12160,0.77,0.29,True,False,True,199,2022-06-17T14:02:40.7994920
"AstraZeneca, which is seeking such deals to drive growth, will also pay another $100 million after Actavis agreed to changes in ongoing collaborations between the two firms.",60993,12164,0.39,0.56,True,False,True,80,2022-06-07T14:40:05.4636520
"The Japan unit, 49.9 percent owned by McDonald's Corp, was hit last year after a major Chinese supplier of chicken was found to have been in breach of food safety standards.",61018,12166,0.35,0.60,True,False,True,661,2022-08-23T11:50:19.8576420
"All other futures pits will close on July 2, according to CME.Options markets have largely resisted the shift to electronic trading because the trades are often more complex than futures.",61141,12179,0.52,0.38,True,False,True,475,2022-08-16T13:53:39.5652650
"Toyota invited other automakers in early December to join ""a coordinated industrywide joint initiative to independently test"" Takata air bag inflators involved in the recalls.",61200,12184,0.42,0.58,True,False,True,182,2022-06-17T13:50:39.2568750
Reuters could not immediately reach S&P for comment.,61833,12248,0.48,0.45,True,False,True,495,2022-08-18T14:08:15.3133750
"Carpenter, who had done stints as an executive at Citigroup Inc (N:C) and General Electric Co's (N:GE) Kidder Peabody Group Inc, put ResCap into bankruptcy in 2012 and sold off foreign divisions.",61856,12251,0.46,0.57,True,False,True,379,2022-07-01T13:55:49.5393120
"Wilson, who founded Lululemon in 1998, withdrew from daytoday management in early 2012, and stepped down as chairman in late 2013.",61960,12269,0.50,0.51,True,False,True,171,2022-06-17T09:39:16.7833630
"""Set up in 2014, Ant Financial has been growing rapidly, largely through targeting smaller businesses and hundreds of millions of consumers who are often under served by China's larger banks.",61978,12270,0.61,0.56,True,False,True,141,2022-06-16T13:44:04.9443310
The allegations involving Epstein became a tabloid sensation on both sides of the Atlantic after lawyers for one of Epstein's accusers made them in a court filing just over a month ago.,62185,12288,0.39,0.57,True,False,True,280,2022-06-23T10:19:17.9530130
Tsien said the new joint venture aims eventually to export its affordable cars out of Indonesia to neighboring markets in Southeast Asia.,62334,12295,0.64,0.53,True,False,True,581,2022-08-23T08:43:19.2659700
"Chevron, based in San Ramon, California, declined to comment.",62733,12329,0.47,0.46,True,False,True,497,2022-08-18T14:09:11.6858580
"On Thursday, that consensus forecast was flat from a year ago including the energy sector, and cut to 7.9 percent growth excluding energy.",62756,12335,0.40,0.46,True,False,True,334,2022-07-01T07:48:17.2034640
"The company has said it plans to open 10 U.S., companyoperated restaurants each year and could eventually grow to at least 450 locations.",62776,12336,0.59,0.53,True,False,True,792,2022-08-25T09:19:12.5460750
"The potential rise in production is attracting oil companies, who are keen on joint ventures as exploration costs in offshore fields are much higher.",63176,12381,0.65,0.56,True,False,True,49,2022-06-07T14:22:36.0922880
